verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Brown,GREEN,2,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.35,1.11666666666667,False,15,experiment/stimuli/Small_Objects/dishwasher/3dishwasher11.png,experiment/stimuli/Medium_Objects/2AAIRPUMP2.png,experiment/stimuli/Small_Objects/dishwasher/3dishwasher10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,GREEN,2,Change,2,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.35,0.9,True,36,experiment/stimuli/Small_Objects/dishwasher/3dishwasher11.png,experiment/stimuli/Medium_Objects/2ball3.png,experiment/stimuli/Small_Objects/dishwasher/3dishwasher2.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Brown,RED,1,No Change,1,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.45,0.950000000000001,False,11,experiment/stimuli/Small_Objects/stapler/1stapler2.png,experiment/stimuli/Medium_Objects/2sink5.png,experiment/stimuli/Small_Objects/stapler/1stapler5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,RED,1,No Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.616666666666667,1.03333333333333,False,32,experiment/stimuli/Small_Objects/stapler/1stapler2.png,experiment/stimuli/Medium_Objects/2cookingpan3(1).png,experiment/stimuli/Small_Objects/stapler/1stapler9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,RED,1,No Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.5,0.85,False,43,experiment/stimuli/Small_Objects/stapler/1stapler2.png,experiment/stimuli/Medium_Objects/2robot14.png,experiment/stimuli/Small_Objects/stapler/1stapler10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,RED,1,No Change,4,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.416666666666667,0.950000000000001,False,44,experiment/stimuli/Small_Objects/stapler/1stapler2.png,experiment/stimuli/Medium_Objects/2cookpot7.png,experiment/stimuli/Small_Objects/stapler/1stapler2.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,RED,1,No Change,5,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.683333333333333,0.983333333333334,False,35,experiment/stimuli/Small_Objects/stapler/1stapler2.png,experiment/stimuli/Medium_Objects/2chessboard14.png,experiment/stimuli/Small_Objects/stapler/1stapler2.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,RED,1,No Change,6,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.333333333333333,1,False,36,experiment/stimuli/Small_Objects/stapler/1stapler2.png,experiment/stimuli/Medium_Objects/2turtle11.png,experiment/stimuli/Small_Objects/stapler/1stapler9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,RED,1,No Change,7,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.6,0.983333333333334,False,31,experiment/stimuli/Small_Objects/xray/3xray1.png,experiment/stimuli/Medium_Objects/2basket1.png,experiment/stimuli/Small_Objects/xray/3xray1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,RED,1,No Change,8,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.3,0.9,False,42,experiment/stimuli/Small_Objects/xray/3xray1.png,experiment/stimuli/Medium_Objects/2cookingpan4.png,experiment/stimuli/Small_Objects/xray/3xray4.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,RED,1,No Change,9,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.616666666666667,1.15,False,33,experiment/stimuli/Small_Objects/xray/3xray1.png,experiment/stimuli/Medium_Objects/2corset7.png,experiment/stimuli/Small_Objects/xray/3xray7.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,RED,1,No Change,10,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.466666666666667,1.01666666666667,False,34,experiment/stimuli/Small_Objects/xray/3xray1.png,experiment/stimuli/Medium_Objects/2tong10.png,experiment/stimuli/Small_Objects/xray/3xray11.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,RED,1,No Change,11,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.416666666666667,0.983333333333334,False,45,experiment/stimuli/Small_Objects/xray/3xray1.png,experiment/stimuli/Medium_Objects/2handbag8.png,experiment/stimuli/Small_Objects/xray/3xray1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,RED,1,No Change,12,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.5,1.08333333333333,False,36,experiment/stimuli/Small_Objects/xray/3xray1.png,experiment/stimuli/Medium_Objects/2abacus3.png,experiment/stimuli/Small_Objects/xray/3xray3.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,13,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,left,0.683333333333333,1.15,False,41,experiment/stimuli/Big_Objects/chameleon/3chameleon4.png,experiment/stimuli/Medium_Objects/2licenseplate14.png,experiment/stimuli/Big_Objects/chameleon/3chameleon9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,14,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,left,0.533333333333333,1,False,42,experiment/stimuli/Big_Objects/chameleon/3chameleon4.png,experiment/stimuli/Medium_Objects/2scale4.png,experiment/stimuli/Big_Objects/chameleon/3chameleon7.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,15,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,left,0.633333333333333,0.8,False,43,experiment/stimuli/Big_Objects/chameleon/3chameleon4.png,experiment/stimuli/Medium_Objects/2corset3.png,experiment/stimuli/Big_Objects/chameleon/3chameleon6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,16,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,right,0.633333333333333,1.13333333333333,False,44,experiment/stimuli/Big_Objects/chameleon/3chameleon4.png,experiment/stimuli/Medium_Objects/226440261.thl.png,experiment/stimuli/Big_Objects/chameleon/3chameleon4.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,17,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,left,0.616666666666667,0.85,False,35,experiment/stimuli/Big_Objects/chameleon/3chameleon4.png,experiment/stimuli/Medium_Objects/2helmet2.png,experiment/stimuli/Big_Objects/chameleon/3chameleon1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,18,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,left,0.5,0.950000000000001,True,36,experiment/stimuli/Big_Objects/chameleon/3chameleon4.png,experiment/stimuli/Medium_Objects/2accordian6.png,experiment/stimuli/Big_Objects/chameleon/3chameleon8.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.45,0.9,False,21,experiment/stimuli/Small_Objects/piano/3piano4.png,experiment/stimuli/Medium_Objects/2handbag7.png,experiment/stimuli/Small_Objects/piano/3piano4.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.633333333333333,1.05,False,32,experiment/stimuli/Small_Objects/piano/3piano4.png,experiment/stimuli/Medium_Objects/2tong14.png,experiment/stimuli/Small_Objects/piano/3piano9.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Black,GREEN,2,Change,3,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.483333333333333,0.833333333333333,False,33,experiment/stimuli/Small_Objects/piano/3piano4.png,experiment/stimuli/Medium_Objects/2boardgame12.png,experiment/stimuli/Small_Objects/piano/3piano6.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Black,GREEN,2,Change,4,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.45,1.01666666666667,False,44,experiment/stimuli/Small_Objects/piano/3piano4.png,experiment/stimuli/Medium_Objects/2kettle7.png,experiment/stimuli/Small_Objects/piano/3piano4.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Brown,RED,1,Change,1,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.683333333333333,0.966666666666667,False,25,experiment/stimuli/Small_Objects/piano/3piano4.png,experiment/stimuli/Medium_Objects/2skate16.png,experiment/stimuli/Small_Objects/piano/3piano4.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Black,RED,1,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.683333333333333,1.03333333333333,True,46,experiment/stimuli/Small_Objects/piano/3piano4.png,experiment/stimuli/Medium_Objects/2abacus8.png,experiment/stimuli/Small_Objects/piano/3piano4.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,7,Orange,Navy,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.383333333333333,1.03333333333333,False,21,experiment/stimuli/Small_Objects/barrel/3barrel1.png,experiment/stimuli/Medium_Objects/2router9.png,experiment/stimuli/Small_Objects/barrel/3barrel1.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,7,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.35,0.9,False,32,experiment/stimuli/Small_Objects/barrel/3barrel1.png,experiment/stimuli/Medium_Objects/2windchime16.png,experiment/stimuli/Small_Objects/barrel/3barrel1.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,7,Orange,Navy,Black,GREEN,2,Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.633333333333333,0.85,False,43,experiment/stimuli/Small_Objects/barrel/3barrel1.png,experiment/stimuli/Medium_Objects/2cushion8.png,experiment/stimuli/Small_Objects/barrel/3barrel1.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,7,Orange,Navy,Black,GREEN,2,Change,4,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.55,0.9,False,44,experiment/stimuli/Small_Objects/barrel/3barrel1.png,experiment/stimuli/Medium_Objects/2rollerskate11.png,experiment/stimuli/Small_Objects/barrel/3barrel7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,7,Orange,Navy,Brown,RED,1,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.666666666666667,1,False,15,experiment/stimuli/Small_Objects/barrel/3barrel1.png,experiment/stimuli/Medium_Objects/2orifan7.png,experiment/stimuli/Small_Objects/barrel/3barrel1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,7,Orange,Navy,Black,RED,1,Change,2,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.383333333333333,0.950000000000001,True,36,experiment/stimuli/Small_Objects/barrel/3barrel1.png,experiment/stimuli/Medium_Objects/2trophy15.png,experiment/stimuli/Small_Objects/barrel/3barrel3.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,8,Orange,Navy,Brown,GREEN,2,Change,1,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,right,0.35,1.01666666666667,False,11,experiment/stimuli/Big_Objects/cow/3cow10.png,experiment/stimuli/Medium_Objects/2typewriter10.png,experiment/stimuli/Big_Objects/cow/3cow10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,8,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,left,0.633333333333333,1.03333333333333,False,32,experiment/stimuli/Big_Objects/cow/3cow10.png,experiment/stimuli/Medium_Objects/2microscope2.png,experiment/stimuli/Big_Objects/cow/3cow6.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,8,Orange,Navy,Black,GREEN,2,Change,3,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,right,0.5,0.966666666666667,False,33,experiment/stimuli/Big_Objects/cow/3cow10.png,experiment/stimuli/Medium_Objects/2wig7.png,experiment/stimuli/Big_Objects/cow/3cow10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,8,Orange,Navy,Black,GREEN,2,Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,left,0.583333333333333,1.13333333333333,False,34,experiment/stimuli/Big_Objects/cow/3cow10.png,experiment/stimuli/Medium_Objects/2orifan5.png,experiment/stimuli/Big_Objects/cow/3cow11.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,8,Orange,Navy,Brown,RED,1,Change,1,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,right,0.35,0.933333333333334,False,25,experiment/stimuli/Big_Objects/cow/3cow10.png,experiment/stimuli/Medium_Objects/2microscope7.png,experiment/stimuli/Big_Objects/cow/3cow10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,8,Orange,Navy,Black,RED,1,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,left,0.6,0.950000000000001,True,46,experiment/stimuli/Big_Objects/cow/3cow10.png,experiment/stimuli/Medium_Objects/2wig14.png,experiment/stimuli/Big_Objects/cow/3cow1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,9,Orange,Navy,Brown,GREEN,2,No Change,1,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.616666666666667,0.833333333333333,False,11,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2sink3.png,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,9,Orange,Navy,Black,GREEN,2,No Change,2,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.466666666666667,1.15,False,42,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2recordplayer9.png,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,9,Orange,Navy,Black,GREEN,2,No Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.583333333333333,0.866666666666667,False,43,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2vase8.png,experiment/stimuli/Small_Objects/cellphone/1cellphone12.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,9,Orange,Navy,Black,GREEN,2,No Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.4,0.983333333333334,False,34,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2typewriter3.png,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,9,Orange,Navy,Black,GREEN,2,No Change,5,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.466666666666667,0.816666666666667,False,45,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2cooler11.png,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,9,Orange,Navy,Black,GREEN,2,No Change,6,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.566666666666667,0.950000000000001,False,36,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2plate3.png,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,10,Orange,Navy,Black,GREEN,2,Change,7,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.5,1.06666666666667,False,31,experiment/stimuli/Small_Objects/button/1button3.png,experiment/stimuli/Medium_Objects/2flashlight5.png,experiment/stimuli/Small_Objects/button/1button3.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,10,Orange,Navy,Black,GREEN,2,Change,8,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.35,0.966666666666667,False,32,experiment/stimuli/Small_Objects/button/1button3.png,experiment/stimuli/Medium_Objects/2cashregister2.png,experiment/stimuli/Small_Objects/button/1button1.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,10,Orange,Navy,Black,GREEN,2,Change,9,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.483333333333333,0.833333333333333,False,43,experiment/stimuli/Small_Objects/button/1button3.png,experiment/stimuli/Medium_Objects/2tong12.png,experiment/stimuli/Small_Objects/button/1button3.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,10,Orange,Navy,Black,GREEN,2,Change,10,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.616666666666667,0.8,False,44,experiment/stimuli/Small_Objects/button/1button3.png,experiment/stimuli/Medium_Objects/2sink2.png,experiment/stimuli/Small_Objects/button/1button3.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,10,Orange,Navy,Brown,RED,1,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.683333333333333,1.01666666666667,False,15,experiment/stimuli/Small_Objects/button/1button3.png,experiment/stimuli/Medium_Objects/2trophy14.png,experiment/stimuli/Small_Objects/button/1button10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,10,Orange,Navy,Black,RED,1,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.316666666666667,0.983333333333334,True,46,experiment/stimuli/Small_Objects/button/1button3.png,experiment/stimuli/Medium_Objects/2scale11.png,experiment/stimuli/Small_Objects/button/1button8.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,11,Orange,Navy,Brown,GREEN,2,No Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.516666666666667,0.916666666666667,False,21,experiment/stimuli/Small_Objects/vantilator/3vantilator5.png,experiment/stimuli/Medium_Objects/2hat13.png,experiment/stimuli/Small_Objects/vantilator/3vantilator6.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,11,Orange,Navy,Black,GREEN,2,No Change,2,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.583333333333333,0.966666666666667,False,42,experiment/stimuli/Small_Objects/vantilator/3vantilator5.png,experiment/stimuli/Medium_Objects/2skate5.png,experiment/stimuli/Small_Objects/vantilator/3vantilator5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,11,Orange,Navy,Black,GREEN,2,No Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.666666666666667,1.2,False,43,experiment/stimuli/Small_Objects/vantilator/3vantilator5.png,experiment/stimuli/Medium_Objects/2robot15.png,experiment/stimuli/Small_Objects/vantilator/3vantilator12.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,11,Orange,Navy,Black,GREEN,2,No Change,4,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.35,0.9,False,44,experiment/stimuli/Small_Objects/vantilator/3vantilator5.png,experiment/stimuli/Medium_Objects/2printer4.png,experiment/stimuli/Small_Objects/vantilator/3vantilator9.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,11,Orange,Navy,Black,GREEN,2,No Change,5,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.483333333333333,0.9,False,45,experiment/stimuli/Small_Objects/vantilator/3vantilator5.png,experiment/stimuli/Medium_Objects/2recordplayer2.png,experiment/stimuli/Small_Objects/vantilator/3vantilator1.png,#87ae74
